1,MSFT,Jan 1 2000,39.81
2,MSFT,Feb 1 2000,36.35
3,MSFT,Mar 1 2000,43.22
4,MSFT,Apr 1 2000,28.37
5,MSFT,May 1 2000,25.45
6,MSFT,Jun 1 2000,32.54
7,MSFT,Jul 1 2000,28.4
8,MSFT,Aug 1 2000,28.4
9,MSFT,Sep 1 2000,24.53
10,MSFT,Oct 1 2000,28.02
11,MSFT,Nov 1 2000,23.34
12,MSFT,Dec 1 2000,17.65
13,MSFT,Jan 1 2001,24.84
14,MSFT,Feb 1 2001,24
15,MSFT,Mar 1 2001,22.25
16,MSFT,Apr 1 2001,27.56
17,MSFT,May 1 2001,28.14
18,MSFT,Jun 1 2001,29.7
19,MSFT,Jul 1 2001,26.93
